title_slug,tags,difficulty
sequential-digits,['Enumeration'],Medium
minimum-insertion-steps-to-make-a-string-palindrome,"['String', 'Dynamic Programming']",Hard
last-stone-weight,"['Array', 'Heap (Priority Queue)']",Easy
make-string-a-subsequence-using-cyclic-increments,"['Two Pointers', 'String']",Medium
maximum-sum-obtained-of-any-permutation,"['Array', 'Greedy', 'Sorting', 'Prefix Sum']",Medium
maximum-ice-cream-bars,"['Array', 'Greedy', 'Sorting']",Medium
minimum-score-by-changing-two-elements,"['Array', 'Greedy', 'Sorting']",Medium
best-meeting-point,"['Array', 'Math', 'Sorting', 'Matrix']",Hard
x-of-a-kind-in-a-deck-of-cards,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']",Easy
count-nodes-equal-to-sum-of-descendants,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
nearest-exit-from-entrance-in-maze,"['Array', 'Breadth-First Search', 'Matrix']",Medium
minimumTotal,[],N/A
missing-element-in-sorted-array,"['Array', 'Binary Search']",Medium
connect,[],N/A
number-of-ways-to-paint-n-3-grid,['Dynamic Programming'],Hard
append-k-integers-with-minimal-sum,"['Array', 'Math', 'Greedy', 'Sorting']",Medium
design-tic-tac-toe,"['Array', 'Hash Table', 'Design', 'Matrix', 'Simulation']",Medium
find-the-score-of-all-prefixes-of-an-array,"['Array', 'Prefix Sum']",Medium
number-of-beautiful-pairs,"['Array', 'Math', 'Number Theory']",Easy
maximum-fruits-harvested-after-at-most-k-steps,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Hard
neighboring-bitwise-xor,"['Array', 'Bit Manipulation']",Medium
coin-change,"['Array', 'Dynamic Programming', 'Breadth-First Search']",Medium
defuse-the-bomb,"['Array', 'Sliding Window']",Easy
relative-ranks,"['Array', 'Sorting', 'Heap (Priority Queue)']",Easy
maximum-number-of-eaten-apples,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium
minimum-additions-to-make-valid-string,"['String', 'Dynamic Programming', 'Stack', 'Greedy']",Medium
shortest-path-in-a-grid-with-obstacles-elimination,"['Array', 'Breadth-First Search', 'Matrix']",Hard
design-memory-allocator,"['Array', 'Hash Table', 'Design', 'Simulation']",Medium
the-employee-that-worked-on-the-longest-task,['Array'],Easy
set-mismatch,"['Array', 'Hash Table', 'Bit Manipulation', 'Sorting']",Easy
valid-square,"['Math', 'Geometry']",Medium
optimal-account-balancing,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard
decode-xored-permutation,"['Array', 'Bit Manipulation']",Medium
stamping-the-sequence,"['String', 'Stack', 'Greedy', 'Queue']",Hard
maximum-total-importance-of-roads,"['Greedy', 'Graph', 'Sorting', 'Heap (Priority Queue)']",Medium
flatten-nested-list-iterator,"['Stack', 'Tree', 'Depth-First Search', 'Design', 'Queue', 'Iterator']",Medium
maximum-nesting-depth-of-the-parentheses,"['String', 'Stack']",Easy
minimum-number-of-vertices-to-reach-all-nodes,['Graph'],Medium
number-of-ways-to-reach-a-position-after-exactly-k-steps,"['Math', 'Dynamic Programming', 'Combinatorics']",Medium
generate-a-string-with-characters-that-have-odd-counts,['String'],Easy
count-ways-to-distribute-candies,['Dynamic Programming'],Hard
length-of-the-longest-valid-substring,"['Array', 'Hash Table', 'String', 'Sliding Window']",Hard
mean-of-array-after-removing-some-elements,"['Array', 'Sorting']",Easy
uniquePaths,[],N/A
maximum-total-beauty-of-the-gardens,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']",Hard
make-three-strings-equal,['String'],Easy
missing-number,"['Array', 'Hash Table', 'Math', 'Binary Search', 'Bit Manipulation', 'Sorting']",Easy
remove-interval,['Array'],Medium
house-robber,"['Array', 'Dynamic Programming']",Medium
determine-if-a-cell-is-reachable-at-a-given-time,['Math'],Medium
split-array-with-same-average,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
k-similar-strings,"['String', 'Breadth-First Search']",Hard
split-a-string-in-balanced-strings,"['String', 'Greedy', 'Counting']",Easy
utf-8-validation,"['Array', 'Bit Manipulation']",Medium
fixed-point,"['Array', 'Binary Search']",Easy
max-dot-product-of-two-subsequences,"['Array', 'Dynamic Programming']",Hard
prime-in-diagonal,"['Array', 'Math', 'Matrix', 'Number Theory']",Easy
best-time-to-buy-and-sell-stock-with-transaction-fee,"['Array', 'Dynamic Programming', 'Greedy']",Medium
shifting-letters,"['Array', 'String', 'Prefix Sum']",Medium
divisible-and-non-divisible-sums-difference,['Math'],Easy
minimum-edge-reversals-so-every-node-is-reachable,"['Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Hard
count-vowel-strings-in-ranges,"['Array', 'String', 'Prefix Sum']",Medium
count-pairs-of-nodes,"['Array', 'Two Pointers', 'Binary Search', 'Graph', 'Sorting']",Hard
count-the-number-of-incremovable-subarrays-i,"['Array', 'Two Pointers', 'Binary Search', 'Enumeration']",Easy
minimum-penalty-for-a-shop,"['String', 'Prefix Sum']",Medium
add-binary,"['Math', 'String', 'Bit Manipulation', 'Simulation']",Easy
cousins-in-binary-tree-ii,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
lowest-common-ancestor-of-a-binary-tree-iv,"['Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
difference-between-ones-and-zeros-in-row-and-column,"['Array', 'Matrix', 'Simulation']",Medium
maximum-linear-stock-score,"['Array', 'Hash Table']",Medium
create-target-array-in-the-given-order,"['Array', 'Simulation']",Easy
rabbits-in-forest,"['Array', 'Hash Table', 'Math', 'Greedy']",Medium
count-unguarded-cells-in-the-grid,"['Array', 'Matrix', 'Simulation']",Medium
long-pressed-name,"['Two Pointers', 'String']",Easy
loud-and-rich,"['Array', 'Depth-First Search', 'Graph', 'Topological Sort']",Medium
similar-rgb-color,"['Math', 'String', 'Enumeration']",Easy
maximum-elegance-of-a-k-length-subsequence,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Hard
queries-on-number-of-points-inside-a-circle,"['Array', 'Math', 'Geometry']",Medium
difference-between-element-sum-and-digit-sum-of-an-array,"['Array', 'Math']",Easy
maximum-value-of-an-ordered-triplet-i,['Array'],Easy
check-if-all-as-appears-before-all-bs,['String'],Easy
subdomain-visit-count,"['Array', 'Hash Table', 'String', 'Counting']",Medium
minimum-sum-of-four-digit-number-after-splitting-digits,"['Math', 'Greedy', 'Sorting']",Easy
paint-fence,['Dynamic Programming'],Medium
exam-room,"['Design', 'Heap (Priority Queue)', 'Ordered Set']",Medium
super-egg-drop,"['Math', 'Binary Search', 'Dynamic Programming']",Hard
minimum-cuts-to-divide-a-circle,"['Math', 'Geometry']",Easy
split-the-array-to-make-coprime-products,"['Array', 'Hash Table', 'Math', 'Number Theory']",Hard
remove-one-element-to-make-the-array-strictly-increasing,['Array'],Easy
using-a-robot-to-print-the-lexicographically-smallest-string,"['Hash Table', 'String', 'Stack', 'Greedy']",Medium
kth-largest-element-in-a-stream,"['Tree', 'Design', 'Binary Search Tree', 'Heap (Priority Queue)', 'Binary Tree', 'Data Stream']",Easy
lonely-pixel-i,"['Array', 'Hash Table', 'Matrix']",Medium
find-closest-number-to-zero,['Array'],Easy
rearrange-words-in-a-sentence,"['String', 'Sorting']",Medium
wiggle-sort,"['Array', 'Greedy', 'Sorting']",Medium
find-k-pairs-with-smallest-sums,"['Array', 'Heap (Priority Queue)']",Medium
splitting-a-string-into-descending-consecutive-values,"['String', 'Backtracking']",Medium
minimum-time-to-finish-the-race,"['Array', 'Dynamic Programming']",Hard
shortest-string-that-contains-three-strings,"['String', 'Greedy', 'Enumeration']",Medium
calculate-money-in-leetcode-bank,['Math'],Easy
guess-the-majority-in-a-hidden-array,"['Array', 'Math', 'Interactive']",Medium
basic-calculator-iv,"['Hash Table', 'Math', 'String', 'Stack', 'Recursion']",Hard
number-of-unique-flavors-after-sharing-k-candies,"['Array', 'Hash Table', 'Sliding Window']",Medium
binary-search,"['Array', 'Binary Search']",Easy
divide-array-into-equal-pairs,"['Array', 'Hash Table', 'Bit Manipulation', 'Counting']",Easy
number-of-beautiful-partitions,"['String', 'Dynamic Programming']",Hard
categorize-box-according-to-criteria,['Math'],Easy
count-the-number-of-beautiful-subarrays,"['Array', 'Hash Table', 'Bit Manipulation', 'Prefix Sum']",Medium
shortest-path-in-binary-matrix,"['Array', 'Breadth-First Search', 'Matrix']",Medium
find-all-duplicates-in-an-array,"['Array', 'Hash Table']",Medium
range-product-queries-of-powers,"['Array', 'Bit Manipulation', 'Prefix Sum']",Medium
number-of-nodes-in-the-sub-tree-with-the-same-label,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Counting']",Medium
erect-the-fence,"['Array', 'Math', 'Geometry']",Hard
find-and-replace-in-string,"['Array', 'String', 'Sorting']",Medium
next-greater-node-in-linked-list,"['Array', 'Linked List', 'Stack', 'Monotonic Stack']",Medium
next-permutation,"['Array', 'Two Pointers']",Medium
adding-two-negabinary-numbers,"['Array', 'Math']",Medium
minimum-number-game,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Simulation']",Easy
find-the-town-judge,"['Array', 'Hash Table', 'Graph']",Easy
longest-cycle-in-a-graph,"['Depth-First Search', 'Graph', 'Topological Sort']",Hard
expression-add-operators,"['Math', 'String', 'Backtracking']",Hard
merge-two-sorted-lists,"['Linked List', 'Recursion']",Easy
rearranging-fruits,"['Array', 'Hash Table', 'Greedy']",Hard
largest-number-at-least-twice-of-others,"['Array', 'Sorting']",Easy
basic-calculator-iii,"['Math', 'String', 'Stack', 'Recursion']",Hard
available-captures-for-rook,"['Array', 'Matrix', 'Simulation']",Easy
step-by-step-directions-from-a-binary-tree-node-to-another,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
circular-permutation-in-binary-representation,"['Math', 'Backtracking', 'Bit Manipulation']",Medium
isMatch,[],N/A
logger-rate-limiter,"['Hash Table', 'Design', 'Data Stream']",Easy
complement-of-base-10-integer,['Bit Manipulation'],Easy
delete-and-earn,"['Array', 'Hash Table', 'Dynamic Programming']",Medium
minimum-deletions-to-make-character-frequencies-unique,"['Hash Table', 'String', 'Greedy', 'Sorting']",Medium
linked-list-random-node,"['Linked List', 'Math', 'Reservoir Sampling', 'Randomized']",Medium
remove-all-ones-with-row-and-column-flips-ii,"['Array', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']",Medium
maximum-score-of-spliced-array,"['Array', 'Dynamic Programming']",Hard
positions-of-large-groups,['String'],Easy
apply-operations-to-maximize-score,"['Array', 'Math', 'Stack', 'Greedy', 'Monotonic Stack', 'Number Theory']",Hard
make-k-subarray-sums-equal,"['Array', 'Math', 'Sorting', 'Number Theory']",Medium
reverse-integer,['Math'],Medium
count-odd-numbers-in-an-interval-range,['Math'],Easy
distribute-candies-among-children-ii,"['Math', 'Combinatorics', 'Enumeration']",Medium
diameter-of-n-ary-tree,"['Tree', 'Depth-First Search']",Medium
minimum-cost-to-split-an-array,"['Array', 'Hash Table', 'Dynamic Programming', 'Counting']",Hard
super-palindromes,"['Math', 'Enumeration']",Hard
chalkboard-xor-gam,[],N/A
sum-multiples,['Math'],Easy
hamming-distance,['Bit Manipulation'],Easy
pairs-of-songs-with-total-durations-divisible-by-60,"['Array', 'Hash Table', 'Counting']",Medium
minimize-maximum-pair-sum-in-array,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium
rearrange-string-k-distance-apart,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']",Hard
minimum-window-substring,"['Hash Table', 'String', 'Sliding Window']",Hard
apply-operations-to-an-array,"['Array', 'Two Pointers', 'Simulation']",Easy
grid-illumination,"['Array', 'Hash Table']",Hard
reachable-nodes-in-subdivided-graph,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']",Hard
analyze-user-website-visit-pattern,"['Array', 'Hash Table', 'Sorting']",Medium
cherry-pickup-ii,"['Array', 'Dynamic Programming', 'Matrix']",Hard
can-make-arithmetic-progression-from-sequence,"['Array', 'Sorting']",Easy
put-boxes-into-the-warehouse-ii,"['Array', 'Greedy', 'Sorting']",Medium
maxProfitII,[],N/A
freedom-trail,"['String', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search']",Hard
determine-if-two-events-have-conflict,"['Array', 'String']",Easy
find-longest-self-contained-substring,"['Hash Table', 'String', 'Binary Search', 'Prefix Sum']",Hard
minimum-distance-between-bst-nodes,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,"['Array', 'Hash Table', 'String', 'Sorting']",Medium
maximum-score-from-removing-stones,"['Math', 'Greedy', 'Heap (Priority Queue)']",Medium
remove-linked-list-elements,"['Linked List', 'Recursion']",Easy
minimize-rounding-error-to-meet-target,"['Array', 'Math', 'String', 'Greedy', 'Sorting']",Medium
convert-a-number-to-hexadecimal,"['Math', 'Bit Manipulation']",Easy
minimum-number-of-changes-to-make-binary-string-beautiful,['String'],Medium
capitalize-the-title,['String'],Easy
check-if-the-sentence-is-pangram,"['Hash Table', 'String']",Easy
maximum-points-after-collecting-coins-from-all-nodes,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Tree', 'Depth-First Search']",Hard
design-a-food-rating-system,"['Hash Table', 'Design', 'Heap (Priority Queue)', 'Ordered Set']",Medium
intervals-between-identical-elements,"['Array', 'Hash Table', 'Prefix Sum']",Medium
heaters,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium
decode-ways,"['String', 'Dynamic Programming']",Medium
minimum-time-to-revert-word-to-initial-state-ii,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard
reduction-operations-to-make-the-array-elements-equal,"['Array', 'Sorting']",Medium
maximum-ascending-subarray-sum,['Array'],Easy
counting-elements,"['Array', 'Hash Table']",Easy
insertion-sort-list,"['Linked List', 'Sorting']",Medium
robot-bounded-in-circle,"['Math', 'String', 'Simulation']",Medium
longest-happy-prefix,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard
kth-largest-sum-in-a-binary-tree,"['Tree', 'Breadth-First Search', 'Sorting', 'Binary Tree']",Medium
find-products-of-elements-of-big-array,"['Array', 'Binary Search', 'Bit Manipulation']",Hard
sum-of-distances,"['Array', 'Hash Table', 'Prefix Sum']",Medium
maximum-subtree-of-the-same-color,"['Array', 'Dynamic Programming', 'Tree', 'Depth-First Search']",Medium
design-sql,"['Array', 'Hash Table', 'String', 'Design']",Medium
lexicographically-smallest-string-after-operations-with-constraint,"['String', 'Greedy']",Medium
minimum-operations-to-maximize-last-elements-in-arrays,"['Array', 'Enumeration']",Medium
is-graph-bipartite,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Medium
minimum-sum-of-squared-difference,"['Array', 'Math', 'Sorting', 'Heap (Priority Queue)']",Medium
minimum-absolute-difference-queries,"['Array', 'Hash Table']",Medium
1-bit-and-2-bit-characters,['Array'],Easy
number-of-adjacent-elements-with-the-same-color,['Array'],Medium
minimum-cost-to-change-the-final-value-of-expression,"['Math', 'String', 'Dynamic Programming', 'Stack']",Hard
meeting-scheduler,"['Array', 'Two Pointers', 'Sorting']",Medium
first-completely-painted-row-or-column,"['Array', 'Hash Table', 'Matrix']",Medium
binary-tree-pruning,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
counting-bits,"['Dynamic Programming', 'Bit Manipulation']",Easy
adding-spaces-to-a-string,"['Array', 'Two Pointers', 'String', 'Simulation']",Medium
number-of-good-leaf-nodes-pairs,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
maximum-gap,"['Array', 'Sorting', 'Bucket Sort', 'Radix Sort']",Medium
semi-ordered-permutation,"['Array', 'Simulation']",Easy
push-dominoes,"['Two Pointers', 'String', 'Dynamic Programming']",Medium
count-prefix-and-suffix-pairs-i,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",Easy
remove-duplicates-from-sorted-array,"['Array', 'Two Pointers']",Easy
number-of-restricted-paths-from-first-to-last-node,"['Dynamic Programming', 'Graph', 'Topological Sort', 'Heap (Priority Queue)', 'Shortest Path']",Medium
form-array-by-concatenating-subarrays-of-another-array,"['Array', 'Two Pointers', 'Greedy', 'String Matching']",Medium
maximum-number-of-people-that-can-be-caught-in-tag,"['Array', 'Greedy']",Medium
confusing-number,['Math'],Easy
sum-of-even-numbers-after-queries,"['Array', 'Simulation']",Medium
partition-to-k-equal-sum-subsets,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Memoization', 'Bitmask']",Medium
maximum-of-absolute-value-expression,"['Array', 'Math']",Medium
taking-maximum-energy-from-the-mystic-dungeon,"['Array', 'Prefix Sum']",Medium
closest-nodes-queries-in-a-binary-search-tree,"['Array', 'Binary Search', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
find-the-difference,"['Hash Table', 'String', 'Bit Manipulation', 'Sorting']",Easy
preimage-size-of-factorial-zeroes-function,"['Math', 'Binary Search']",Hard
maximize-win-from-two-segments,"['Array', 'Binary Search', 'Sliding Window']",Medium
largest-odd-number-in-string,"['Math', 'String', 'Greedy']",Easy
maximum-spending-after-buying-items,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Matrix']",Hard
minimum-cost-to-make-all-characters-equal,"['String', 'Dynamic Programming', 'Greedy']",Medium
minimum-number-of-operations-to-make-all-array-elements-equal-to-1,"['Array', 'Math', 'Number Theory']",Medium
